OBJECTID,Planning Region,ARC Modeling Area,Geographic ID for geographic unit,Logical record number,Summary level of geographic unit,Name of geographic unit,"# Renter-occupied housing units, 2019","# Renter-occupied housing units, 2019 (MOE)","# Gross rent less than $500, 2019","# Gross rent less than $500, 2019 (MOE)","% Gross rent less than $500, 2019","% Gross rent less than $500, 2019 (MOE)","# Gross rent $500 to $999, 2019","# Gross rent $500 to $999, 2019 (MOE)","% Gross rent $500 to $999, 2019","% Gross rent $500 to $999, 2019 (MOE)","# Gross rent $1,000 to $1,499, 2019","# Gross rent $1,000 to $1,499, 2019 (MOE)","% Gross rent $1,000 to $1,499, 2019","% Gross rent $1,000 to $1,499, 2019 (MOE)","# Gross rent $1,500 to $1,999, 2019","# Gross rent $1,500 to $1,999, 2019 (MOE)","% Gross rent $1,500 to $1,999, 2019","% Gross rent $1,500 to $1,999, 2019 (MOE)","# Gross rent $2,000 to $2,499, 2019","# Gross rent $2,000 to $2,499, 2019 (MOE)","% Gross rent $2,000 to $2,499, 2019","% Gross rent $2,000 to $2,499, 2019 (MOE)","# Gross rent $2,500 to $2,999, 2019","# Gross rent $2,500 to $2,999, 2019 (MOE)","% Gross rent $2,500 to $2,999, 2019","% Gross rent $2,500 to $2,999, 2019 (MOE)","# Gross rent $3,000 or more, 2019","# Gross rent $3,000 or more, 2019 (MOE)","% Gross rent $3,000 or more, 2019","% Gross rent $3,000 or more, 2019 (MOE)","# Gross rent less than $200, 2019","# Gross rent less than $200, 2019 (MOE)","% Gross rent less than $200, 2019","% Gross rent less than $200, 2019 (MOE)","# Gross rent $200 to $499, 2019","# Gross rent $200 to $499, 2019 (MOE)","% Gross rent $200 to $499, 2019","% Gross rent $200 to $499, 2019 (MOE)","# Gross rent $500 to $749, 2019","# Gross rent $500 to $749, 2019 (MOE)","% Gross rent $500 to $749, 2019","% Gross rent $500 to $749, 2019 (MOE)","# Gross rent $750 to $999, 2019","# Gross rent $750 to $999, 2019 (MOE)","% Gross rent $750 to $999, 2019","% Gross rent $750 to $999, 2019 (MOE)","# Gross rent $1,000 to $1,499, 2019","# Gross rent $1,000 to $1,499, 2019 (MOE)","% Gross rent $1,000 to $1,499, 2019","% Gross rent $1,000 to $1,499, 2019 (MOE)","# Gross rent $1,500 to $1,999, 2019","# Gross rent $1,500 to $1,999, 2019 (MOE)","% Gross rent $1,500 to $1,999, 2019","% Gross rent $1,500 to $1,999, 2019 (MOE)","# Gross rent $2,000 or more, 2019","# Gross rent $2,000 or more, 2019 (MOE)","% Gross rent $2,000 or more, 2019","% Gross rent $2,000 or more, 2019 (MOE)","# Gross rent less than $750, 2019","# Gross rent less than $750, 2019 (MOE)","% Gross rent less than $750, 2019","% Gross rent less than $750, 2019 (MOE)","# Gross rent $1,000 or more, 2019","# Gross rent $1,000 or more, 2019 (MOE)","% Gross rent $1,000 or more, 2019","% Gross rent $1,000 or more, 2019 (MOE)",Shape__Area,Shape__Length
31,Atlanta Regional Commission,Yes,30189,3265,ZCTA,ZCTA5 30189,2969,359,41,88,1.5,3.1,202,97,7.2,3.3,1405,301,50.2,8.6,1042,280,37.2,8.8,111,101,4,3.6,0,28,0,1,0,40,0,1.4,0,48,0,1.7,41,74,1.5,2.6,13,59,0.5,2.1,189,76,6.7,2.6,1405,301,50.2,8.6,1042,280,37.2,8.8,111,112,4,4,54,106,1.9,3.8,2558,423,91.3,9.6,602062740.027344,153214.161480473
32,Southwest Georgia,No,31707,3773,ZCTA,ZCTA5 31707,5989,510,418,164,7.1,2.7,4323,573,73.9,7.3,896,234,15.3,3.8,146,91,2.5,1.5,66,66,1.1,1.1,0,25,0,0.4,0,35,0,0.6,50,56,0.9,1,368,154,6.3,2.6,1988,414,34,6.4,2335,395,39.9,5.8,896,234,15.3,3.8,146,91,2.5,1.5,66,79,1.1,1.3,2406,446,41.1,6.7,1108,259,18.9,4.1,527939046.056396,189520.919486457
33,MG / TR,No,30204,3266,ZCTA,ZCTA5 30204,1513,266,188,109,13.3,7.3,1033,270,72.8,13.8,197,144,13.9,9.8,0,21,0,1.5,0,21,0,1.5,0,21,0,1.5,0,30,0,2.1,0,36,0,2.6,188,103,13.3,6.8,731,229,51.6,13.2,302,142,21.3,9.2,197,144,13.9,9.8,0,21,0,1.5,0,42,0,3,919,254,64.8,13.6,197,147,13.9,10,3514311682.12622,427941.023388627
34,River Valley,No,31709,3774,ZCTA,ZCTA5 31709,3166,299,484,165,15.9,5.2,2143,415,70.3,11.6,375,172,12.3,5.5,45,73,1.5,2.4,0,21,0,0.7,0,21,0,0.7,0,30,0,1,21,44,0.7,1.5,463,159,15.2,5,1035,279,34,8.5,1108,307,36.4,9.4,375,172,12.3,5.5,45,73,1.5,2.4,0,42,0,1.4,1519,325,49.9,9.4,420,188,13.8,6,3594512718.23303,438614.306780015
35,ARC / TR,Yes,30205,3267,ZCTA,ZCTA5 30205,106,53,0,39,0,53.4,48,48,65.8,50.6,7,8,9.6,8.7,18,22,24.7,25.6,0,13,0,17.8,0,13,0,17.8,0,18,0,25.2,0,23,0,30.8,0,32,0,43.6,44,46,60.3,49.6,4,14,5.5,19.2,7,8,9.6,8.7,18,22,24.7,25.6,0,26,0,35.6,44,60,60.3,72.9,25,27,34.2,29.2,1035527812.5542,201899.890245903
36,River Valley,No,31711,3775,ZCTA,ZCTA5 31711,100,57,25,40,31.3,46.3,49,52,61.3,51.4,6,15,7.5,18.4,0,13,0,16.3,0,13,0,16.3,0,13,0,16.3,0,18,0,23,2,19,2.5,23.2,23,36,28.7,40.8,34,48,42.5,53,15,20,18.8,22.5,6,15,7.5,18.4,0,13,0,16.3,0,26,0,32.5,59,63,73.8,61.9,6,24,7.5,29.5,1658280881.80627,294194.368019452
37,Three Rivers,No,30206,3268,ZCTA,ZCTA5 30206,89,40,1,37,1.3,46,41,37,51.2,38.4,38,30,47.5,29.6,0,13,0,16.3,0,13,0,16.3,0,13,0,16.3,0,18,0,23,0,23,0,28.1,1,29,1.3,36.4,4,23,5,28.7,37,28,46.3,27.5,38,30,47.5,29.6,0,13,0,16.3,0,26,0,32.5,5,43,6.3,54.2,38,35,47.5,37.5,1569208460.47559,256519.531929848
38,River Valley,No,31712,3776,ZCTA,ZCTA5 31712,147,55,6,35,8.6,49.9,60,50,85.7,45.7,4,14,5.7,19.6,0,13,0,18.6,0,13,0,18.6,0,13,0,18.6,0,18,0,26.3,0,23,0,32.2,6,27,8.6,38.1,57,46,81.4,40.8,3,19,4.3,26.7,4,14,5.7,19.6,0,13,0,18.6,0,26,0,37.1,63,58,90,59.8,4,23,5.7,32.7,1377340630.36133,230729.609838184
39,Atlanta Regional Commission,Yes,30213,3269,ZCTA,ZCTA5 30213,5197,880,298,239,6,4.7,1223,470,24.5,8.5,2285,602,45.7,9.4,941,370,18.8,6.7,233,238,4.7,4.7,21,24,0.4,0.5,0,40,0,0.8,0,48,0,1,298,234,6,4.6,167,148,3.3,2.9,1056,445,21.1,8.2,2285,602,45.7,9.4,941,370,18.8,6.7,254,242,5.1,4.8,465,281,9.3,5.4,3459,746,69.2,9.7,1810685938.93018,340623.16106924
40,SG / SW,No,31714,3777,ZCTA,ZCTA5 31714,688,190,263,154,41,20.6,331,149,51.6,17.3,48,69,7.5,10.5,0,19,0,3,0,19,0,3,0,19,0,3,0,27,0,4.2,0,33,0,5.1,263,151,41,20,301,145,46.9,17.7,30,34,4.7,5.1,48,69,7.5,10.5,0,19,0,3,0,38,0,5.9,564,212,87.9,19.8,48,74,7.5,11.3,5303472941.37878,565937.815551319
41,Atlanta Regional Commission,Yes,30214,3270,ZCTA,ZCTA5 30214,1981,315,21,70,1.1,3.8,373,157,20.2,7.8,1051,250,56.9,9.9,368,133,19.9,6.4,34,41,1.8,2.2,0,25,0,1.4,0,35,0,1.9,8,37,0.4,2,13,59,0.7,3.2,51,68,2.8,3.6,322,141,17.4,7.1,1051,250,56.9,9.9,368,133,19.9,6.4,34,60,1.8,3.2,72,97,3.9,5.2,1453,286,78.7,8.7,1502018640.60791,257673.253198728
42,Southwest Georgia,No,31716,3778,ZCTA,ZCTA5 31716,181,65,6,38,4.3,27.4,122,61,88.4,20.1,10,17,7.2,11.9,0,13,0,9.4,0,13,0,9.4,0,13,0,9.4,0,18,0,13.3,0,23,0,16.3,6,30,4.3,22,97,56,70.3,26.5,25,22,18.1,14.1,10,17,7.2,11.9,0,13,0,9.4,0,26,0,18.8,103,68,74.6,36.5,10,25,7.2,17.9,2261837200.83533,304271.00269499
43,Atlanta Regional Commission,Yes,30215,3271,ZCTA,ZCTA5 30215,1505,295,0,84,0,5.8,508,170,35.3,9.6,420,153,29.2,9,315,151,21.9,9.6,93,91,6.5,6.2,74,70,5.1,4.8,28,42,1.9,2.9,0,48,0,3.4,0,69,0,4.8,36,65,2.5,4.5,472,157,32.8,8.8,420,153,29.2,9,315,151,21.9,9.6,195,122,13.6,8.1,36,106,2.5,7.4,828,233,57.6,11.7,2047258552.13184,278194.61883406
44,River Valley,No,31719,3779,ZCTA,ZCTA5 31719,1416,237,271,147,19.7,10.2,896,296,65.2,18.3,185,122,13.5,8.5,23,30,1.7,2.2,0,19,0,1.4,0,19,0,1.4,0,27,0,2,0,33,0,2.4,271,144,19.7,9.9,640,253,46.5,16.5,256,154,18.6,10.7,185,122,13.5,8.5,23,30,1.7,2.2,0,38,0,2.8,911,293,66.3,17.9,208,127,15.1,8.8,2645500364.81921,450449.065122338
45,Three Rivers,No,30216,3272,ZCTA,ZCTA5 30216,290,133,0,39,0,15.9,171,102,69.8,14,74,91,30.2,33.1,0,13,0,5.3,0,13,0,5.3,0,13,0,5.3,0,18,0,7.5,0,23,0,9.2,0,32,0,13,105,88,42.9,26.6,66,51,26.9,14.6,74,91,30.2,33.1,0,13,0,5.3,0,26,0,10.6,105,96,42.9,31,74,93,30.2,33.9,842603061.178467,199361.309714096
46,SG / SW,No,31720,3780,ZCTA,ZCTA5 31720,36,19,3,37,10,124.1,24,36,80,110,3,14,10,46.1,0,13,0,43.3,0,13,0,43.3,0,13,0,43.3,0,18,0,61.3,0,23,0,75.1,3,30,10,98.8,9,27,30,89.1,15,23,50,71.6,3,14,10,46.1,0,13,0,43.3,0,26,0,86.7,12,46,40,152.1,3,23,10,76.7,133151964.650757,55511.7287847496
47,Three Rivers,Partial,30217,3273,ZCTA,ZCTA5 30217,1123,187,248,81,25.4,6.9,586,165,59.9,13.3,144,55,14.7,5,0,19,0,1.9,0,19,0,1.9,0,19,0,1.9,0,27,0,2.7,70,44,7.2,4.3,178,68,18.2,6.1,415,141,42.4,12.4,171,85,17.5,8.2,144,55,14.7,5,0,19,0,1.9,0,38,0,3.9,663,163,67.8,11.7,144,61,14.7,5.7,7391623317.38818,478710.847240429
48,Southwest Georgia,No,31721,3781,ZCTA,ZCTA5 31721,2197,268,33,67,1.7,3.4,1172,306,59.2,13.1,640,214,32.3,9.9,40,38,2,1.9,82,86,4.1,4.3,13,16,0.7,0.8,0,35,0,1.8,0,43,0,2.2,33,51,1.7,2.6,394,167,19.9,8,778,256,39.3,11.7,640,214,32.3,9.9,40,38,2,1.9,95,94,4.8,4.7,427,180,21.6,8.6,762,234,38.5,10.6,6040287867.44836,618576.969614137
49,Three Rivers,No,30218,3274,ZCTA,ZCTA5 30218,23,26,0,39,0,975,3,32,75,801.5,1,13,25,326.7,0,13,0,325,0,13,0,325,0,13,0,325,0,18,0,459.6,0,23,0,562.9,0,32,0,796.1,2,26,50,650,1,19,25,474.8,1,13,25,326.7,0,13,0,325,0,26,0,650,2,47,50,1171.8,1,23,25,563.9,1904834633.75952,331917.546053877
50,Southwest Georgia,No,31722,3782,ZCTA,ZCTA5 31722,47,28,8,37,20,90.8,32,31,80,59.3,0,18,0,46,0,13,0,32.5,0,13,0,32.5,0,13,0,32.5,0,18,0,46,0,23,0,56.3,8,29,20,71.2,23,26,57.5,53.4,9,17,22.5,40.9,0,18,0,46,0,13,0,32.5,0,26,0,65,31,45,77.5,101,0,26,0,65,21287412.5722046,29750.7601465434
51,Three Rivers,Partial,30220,3275,ZCTA,ZCTA5 30220,551,148,11,57,2.1,10.9,216,99,41.5,15.3,275,120,52.8,17.9,19,19,3.6,3.5,0,19,0,3.6,0,19,0,3.6,0,27,0,5.2,0,33,0,6.3,11,46,2.1,8.8,129,82,24.8,14.1,87,56,16.7,9.8,275,120,52.8,17.9,19,19,3.6,3.5,0,38,0,7.3,140,99,26.9,17.6,294,123,56.4,17.8,1532987022.76636,268176.01634357
52,Three Rivers,No,30222,3276,ZCTA,ZCTA5 30222,672,210,237,123,48.5,19,244,101,49.9,11.9,6,6,1.2,1.2,2,3,0.4,0.6,0,13,0,2.7,0,13,0,2.7,0,18,0,3.8,19,30,3.9,6,218,119,44.6,19.1,152,75,31.1,11.1,92,68,18.8,12.3,6,6,1.2,1.2,2,3,0.4,0.6,0,26,0,5.3,389,144,79.6,12,8,15,1.6,3,4051503487.01318,524664.113393032
53,Southwest Georgia,No,31784,3808,ZCTA,ZCTA5 31784,79,47,3,35,4.3,49.6,67,49,95.7,31.4,0,18,0,26.3,0,13,0,18.6,0,13,0,18.6,0,13,0,18.6,0,18,0,26.3,0,23,0,32.2,3,26,4.3,37.7,58,46,82.9,36.6,9,18,12.9,23.9,0,18,0,26.3,0,13,0,18.6,0,26,0,37.1,61,58,87.1,59.1,0,26,0,37.1,946503131.056458,154904.649985269
54,Three Rivers,Yes,30223,3277,ZCTA,ZCTA5 30223,5385,447,370,180,7.3,3.5,3090,473,60.9,7.6,1588,346,31.3,6.2,27,38,0.5,0.7,0,28,0,0.6,0,28,0,0.6,0,40,0,0.8,103,150,2,3,267,100,5.3,1.9,1119,265,22,4.8,1971,392,38.8,6.9,1588,346,31.3,6.2,27,38,0.5,0.7,0,56,0,1.1,1489,320,29.3,5.8,1615,349,31.8,6.3,3073135643.76611,374122.141658404
55,RV / SW,No,31787,3809,ZCTA,ZCTA5 31787,199,89,59,61,42.4,37.7,48,41,34.5,22.3,32,49,23,32.7,0,13,0,9.4,0,13,0,9.4,0,13,0,9.4,0,18,0,13.2,0,23,0,16.2,59,57,42.4,34,41,35,29.5,19.2,7,21,5,14.8,32,49,23,32.7,0,13,0,9.4,0,26,0,18.7,100,71,71.9,32.2,32,52,23,35.3,2483254338.82214,389247.038986843
56,Southwest Georgia,No,31788,3810,ZCTA,ZCTA5 31788,1038,292,125,96,15.1,10.6,609,254,73.7,20.9,74,55,9,6,18,27,2.2,3.2,0,19,0,2.3,0,19,0,2.3,0,27,0,3.3,0,33,0,4,125,90,15.1,9.9,393,201,47.6,19.5,216,155,26.2,17,74,55,9,6,18,27,2.2,3.2,0,38,0,4.6,518,223,62.7,19,92,64,11.1,6.9,3635832542.76331,419809.427485026
57,Southwest Georgia,No,31789,3811,ZCTA,ZCTA5 31789,128,91,13,39,16,46.5,68,72,84,50.2,0,18,0,22.7,0,13,0,16,0,13,0,16,0,13,0,16,0,18,0,22.7,0,23,0,27.8,13,32,16,37.3,11,21,13.6,23.6,57,69,70.4,58.6,0,18,0,22.7,0,13,0,16,0,26,0,32.1,24,45,29.6,48.8,0,26,0,32.1,1797183328.3905,418658.154308879
58,Southern Georgia,No,31790,3812,ZCTA,ZCTA5 31790,246,85,27,45,12.3,20,168,87,76.4,26.8,25,34,11.4,14.7,0,13,0,5.9,0,13,0,5.9,0,13,0,5.9,0,18,0,8.4,0,23,0,10.2,27,39,12.3,17.2,106,73,48.2,27.8,62,47,28.2,18.5,25,34,11.4,14.7,0,13,0,5.9,0,26,0,11.8,133,86,60.5,31.6,25,38,11.4,16.9,1846306387.62012,255713.390312867
59,Southwest Georgia,No,31791,3813,ZCTA,ZCTA5 31791,1793,236,363,174,21.3,9.8,1181,307,69.1,15.3,150,117,8.8,6.7,0,21,0,1.2,0,21,0,1.2,14,22,0.8,1.3,0,30,0,1.7,19,40,1.1,2.3,344,169,20.1,9.5,630,216,36.9,11.6,551,218,32.3,12,150,117,8.8,6.7,0,21,0,1.2,14,43,0.8,2.5,993,277,58.1,14.2,150,121,8.8,7,5310235760.53931,614007.334442884
60,Southwest Georgia,No,31792,3814,ZCTA,ZCTA5 31792,4518,460,577,220,13.9,5.1,2158,431,51.9,8.7,1291,272,31,5.6,115,73,2.8,1.7,21,25,0.5,0.6,0,25,0,0.6,0,35,0,0.8,9,38,0.2,0.9,568,216,13.6,5,794,256,19.1,5.8,1364,347,32.8,7.5,1291,272,31,5.6,115,73,2.8,1.7,21,50,0.5,1.2,1371,337,32.9,7.3,1427,283,34.3,5.7,5958340193.96167,450298.832667983
61,Southern Georgia,No,31793,3815,ZCTA,ZCTA5 31793,774,233,183,123,24.7,14.8,318,147,42.9,14.8,197,135,26.6,16.2,0,19,0,2.6,0,19,0,2.6,0,19,0,2.6,43,71,5.8,9.4,0,33,0,4.4,183,119,24.7,14.1,268,142,36.2,15.5,50,41,6.7,5.1,197,135,26.6,16.2,0,19,0,2.6,43,76,5.8,10,451,188,60.9,17,197,137,26.6,16.6,2888545519.96875,407800.334412102
62,Southern Georgia,No,31794,3816,ZCTA,ZCTA5 31794,4950,382,1054,284,23,5.9,2934,478,64.1,8.9,581,214,12.7,4.6,11,19,0.2,0.4,0,25,0,0.5,0,25,0,0.5,0,35,0,0.8,144,102,3.1,2.2,910,265,19.9,5.5,1478,304,32.3,6,1456,369,31.8,7.6,581,214,12.7,4.6,11,19,0.2,0.4,0,50,0,1.1,2532,416,55.3,7.8,592,217,12.9,4.6,3242853375.203,421275.95379935
63,SG / SW,No,31795,3817,ZCTA,ZCTA5 31795,153,66,3,37,2.1,26,108,47,75.5,46.6,32,44,22.4,29.1,0,13,0,9.1,0,13,0,9.1,0,13,0,9.1,0,18,0,12.9,0,23,0,15.7,3,30,2.1,20.7,57,39,39.9,20.5,51,26,35.7,9.2,32,44,22.4,29.1,0,13,0,9.1,0,26,0,18.2,60,54,42,32.7,32,48,22.4,31.8,1391854810.13892,247000.889540779
64,Southwest Georgia,No,31796,3818,ZCTA,ZCTA5 31796,149,58,36,29,27.9,19.1,59,45,45.7,28.9,34,32,26.4,22.3,0,13,0,10.1,0,13,0,10.1,0,13,0,10.1,0,18,0,14.3,9,19,7,14.1,27,22,20.9,14.8,48,44,37.2,30.1,11,10,8.5,6.5,34,32,26.4,22.3,0,13,0,10.1,0,26,0,20.2,84,53,65.1,29.9,34,37,26.4,26.5,1715614792.73621,329505.508599212
65,Southern Georgia,No,31798,3819,ZCTA,ZCTA5 31798,73,64,0,39,,,0,37,,,0,18,,,0,13,,,0,13,,,0,13,,,0,18,,,0,23,,,0,32,,,0,29,,,0,23,,,0,18,,,0,13,,,0,26,,,0,49,,,0,26,,,2206838679.53174,407908.911292802
66,River Valley,No,31801,3820,ZCTA,ZCTA5 31801,147,79,0,39,0,38.6,97,73,96,7,4,15,4,14.3,0,13,0,12.9,0,13,0,12.9,0,13,0,12.9,0,18,0,18.2,0,23,0,22.3,0,32,0,31.5,39,44,38.6,33,58,58,57.4,38.3,4,15,4,14.3,0,13,0,12.9,0,26,0,25.7,39,59,38.6,50.8,4,24,4,23.2,2422143938.47607,390543.507378274
67,River Valley,No,31803,3821,ZCTA,ZCTA5 31803,566,141,245,94,52.5,13.4,200,96,42.8,16.5,22,22,4.7,4.6,0,19,0,4.1,0,19,0,4.1,0,19,0,4.1,0,27,0,5.8,59,40,12.6,7.8,186,85,39.8,14.2,115,75,24.6,14.5,85,60,18.2,11.7,22,22,4.7,4.6,0,19,0,4.1,0,38,0,8.1,360,121,77.1,13.1,22,35,4.7,7.4,7911656575.30981,519444.163168557
68,River Valley,No,31804,3822,ZCTA,ZCTA5 31804,139,107,0,57,0,53.3,31,61,29,50.4,76,93,71,55.7,0,19,0,17.8,0,19,0,17.8,0,19,0,17.8,0,27,0,25.1,0,33,0,30.8,0,47,0,43.5,0,42,0,39.7,31,44,29,31.1,76,93,71,55.7,0,19,0,17.8,0,38,0,35.5,0,71,0,66.4,76,97,71,61.1,1474181522.04065,333674.779191809
69,River Valley,No,31805,3823,ZCTA,ZCTA5 31805,448,133,136,87,33.4,18.4,271,110,66.6,16.1,0,18,0,4.5,0,13,0,3.2,0,13,0,3.2,0,13,0,3.2,0,18,0,4.5,14,28,3.4,6.8,122,82,30,17.7,138,71,33.9,13.6,133,84,32.7,17.6,0,18,0,4.5,0,13,0,3.2,0,26,0,6.4,274,113,67.3,16.8,0,26,0,6.4,1980852160.46936,271808.776142208
70,River Valley,No,31806,3824,ZCTA,ZCTA5 31806,531,105,103,50,25.2,11.2,273,78,66.9,13.8,32,25,7.8,6.1,0,19,0,4.7,0,19,0,4.7,0,19,0,4.7,0,27,0,6.6,4,28,1,6.7,99,42,24.3,9.1,160,58,39.2,12,113,52,27.7,11.4,32,25,7.8,6.1,0,19,0,4.7,0,38,0,9.3,263,77,64.5,14,32,37,7.8,8.9,4609443185.66492,425927.070655332
71,River Valley,No,31807,3825,ZCTA,ZCTA5 31807,141,117,0,39,0,27.7,125,121,88.7,44.7,0,18,0,13,16,25,11.3,15,0,13,0,9.2,0,13,0,9.2,0,18,0,13,0,23,0,16,0,32,0,22.6,87,103,61.7,52.4,38,64,27,39.3,0,18,0,13,16,25,11.3,15,0,26,0,18.4,87,110,61.7,59.3,16,34,11.3,21.9,329604613.422852,131391.415833669
72,River Valley,No,31820,3833,ZCTA,ZCTA5 31820,560,160,0,63,0,11.5,137,100,25.1,16.8,309,150,56.6,22.1,100,75,18.3,12.7,0,21,0,3.8,0,21,0,3.8,0,30,0,5.4,0,36,0,6.7,0,51,0,9.4,48,56,8.8,9.9,89,83,16.3,14.5,309,150,56.6,22.1,100,75,18.3,12.7,0,42,0,7.7,48,84,8.8,15.2,409,169,74.9,22.2,1123525034.59314,219294.216777052
73,River Valley,No,31821,3834,ZCTA,ZCTA5 31821,0,13,0,39,,,0,37,,,0,18,,,0,13,,,0,13,,,0,13,,,0,18,,,0,23,,,0,32,,,0,29,,,0,23,,,0,18,,,0,13,,,0,26,,,0,49,,,0,26,,,2611982084.69031,367189.255141698
74,RV / TR,No,31822,3835,ZCTA,ZCTA5 31822,552,155,120,63,22.7,10.1,214,91,40.5,12.9,156,90,29.5,14.8,25,39,4.7,7.3,9,16,1.7,3,5,8,0.9,1.5,0,27,0,5.1,19,37,3.6,6.8,101,52,19.1,8.2,112,68,21.2,11.4,102,60,19.3,10,156,90,29.5,14.8,25,39,4.7,7.3,14,32,2.6,6.1,232,93,43.9,12.5,190,99,35.9,15.8,3218078908.76428,399090.790350352
75,River Valley,No,31823,3836,ZCTA,ZCTA5 31823,18,30,0,39,0,216.7,18,46,100,191.1,0,18,0,102.1,0,13,0,72.2,0,13,0,72.2,0,13,0,72.2,0,18,0,102.1,0,23,0,125.1,0,32,0,176.9,0,29,0,161.5,18,35,100,102.1,0,18,0,102.1,0,13,0,72.2,0,26,0,144.4,0,49,0,270.2,0,26,0,144.4,239572349.364014,87512.7077478108
76,River Valley,No,31824,3837,ZCTA,ZCTA5 31824,121,55,78,63,71.6,46.7,31,44,28.4,37.7,0,18,0,16.9,0,13,0,11.9,0,13,0,11.9,0,13,0,11.9,0,18,0,16.9,5,20,4.6,18.3,73,60,67,44.6,31,38,28.4,31.6,0,23,0,20.7,0,18,0,16.9,0,13,0,11.9,0,26,0,23.9,109,74,100,47,0,26,0,23.9,3151691533.77625,374549.790777936
77,River Valley,No,31825,3838,ZCTA,ZCTA5 31825,248,82,78,59,45.1,30.5,55,30,31.8,14.2,26,18,15,9.5,14,18,8.1,10.1,0,13,0,7.5,0,13,0,7.5,0,18,0,10.6,0,23,0,13,78,54,45.1,27.6,40,22,23.1,10.5,15,20,8.7,11.5,26,18,15,9.5,14,18,8.1,10.1,0,26,0,15,118,63,68.2,28.7,40,29,23.1,14.9,3686642003.50684,461808.058141567
78,River Valley,No,31826,3839,ZCTA,ZCTA5 31826,268,94,42,67,20.1,30.9,155,76,74.2,18.7,12,14,5.7,6.4,0,13,0,6.2,0,13,0,6.2,0,13,0,6.2,0,18,0,8.8,0,23,0,10.8,42,63,20.1,29,40,29,19.1,11.3,115,70,55,24.4,12,14,5.7,6.4,0,13,0,6.2,0,26,0,12.4,82,73,39.2,30.8,12,23,5.7,10.9,1461286568.16541,305040.84956669
79,River Valley,No,31827,3840,ZCTA,ZCTA5 31827,251,66,106,49,48.6,17.3,71,53,32.6,22.5,31,45,14.2,20.2,7,12,3.2,5.4,0,13,0,6,0,13,0,6,3,14,1.4,6.2,15,25,6.9,11.3,91,42,41.7,14.8,53,51,24.3,22.4,18,15,8.3,6.3,31,45,14.2,20.2,7,12,3.2,5.4,3,23,1.4,10.5,159,71,72.9,24.4,38,48,17.4,21.5,4245787967.93457,507229.12724984
80,River Valley,No,31829,3841,ZCTA,ZCTA5 31829,14,24,0,39,0,278.6,0,37,0,262.6,14,27,100,92.9,0,13,0,92.9,0,13,0,92.9,0,13,0,92.9,0,18,0,131.3,0,23,0,160.8,0,32,0,227.5,0,29,0,207.6,0,23,0,160.8,14,27,100,92.9,0,13,0,92.9,0,26,0,185.7,0,49,0,347.4,14,33,100,160.8,327449547.276123,100847.729831974
81,RV / TR,No,31830,3842,ZCTA,ZCTA5 31830,301,101,12,36,4.6,13.8,202,91,78,22.1,45,39,17.4,14,0,13,0,5,0,13,0,5,0,13,0,5,0,18,0,7.1,0,23,0,8.7,12,28,4.6,10.8,74,45,28.6,14.4,128,78,49.4,24.9,45,39,17.4,14,0,13,0,5,0,26,0,10,86,58,33.2,19.1,45,43,17.4,15.7,1528587731.51721,357694.937300229
82,River Valley,No,31831,3843,ZCTA,ZCTA5 31831,135,72,62,66,46.6,42.1,47,47,35.3,29.7,24,21,18,11.9,0,13,0,9.8,0,13,0,9.8,0,13,0,9.8,0,18,0,13.8,12,25,9,18.2,50,61,37.6,40.6,19,32,14.3,23,28,34,21.1,23.1,24,21,18,11.9,0,13,0,9.8,0,26,0,19.5,81,73,60.9,43.6,24,28,18,18.3,1862463685.39124,341829.370425275
83,River Valley,No,31832,3844,ZCTA,ZCTA5 31832,18,27,0,39,0,216.7,18,44,100,191.1,0,18,0,102.1,0,13,0,72.2,0,13,0,72.2,0,13,0,72.2,0,18,0,102.1,0,23,0,125.1,0,32,0,176.9,18,37,100,144.4,0,23,0,125.1,0,18,0,102.1,0,13,0,72.2,0,26,0,144.4,18,54,100,260.4,0,26,0,144.4,692384388.084106,136742.993426861
84,RV / TR,No,31833,3845,ZCTA,ZCTA5 31833,879,249,290,189,35.3,20.4,391,177,47.6,16.1,140,111,17.1,12.5,0,19,0,2.3,0,19,0,2.3,0,19,0,2.3,0,27,0,3.3,56,82,6.8,9.8,234,170,28.5,18.9,145,133,17.7,15.3,246,117,30,11,140,111,17.1,12.5,0,19,0,2.3,0,38,0,4.6,435,231,53,23.2,140,114,17.1,12.9,2786035285.6792,409677.684422277
85,River Valley,No,31836,3846,ZCTA,ZCTA5 31836,70,46,27,44,58.7,88.2,15,31,32.6,63.6,0,18,0,40,4,8,8.7,16.4,0,13,0,28.3,0,13,0,28.3,0,18,0,40,0,23,0,48.9,27,38,58.7,73.3,14,25,30.4,49.3,1,19,2.2,40.9,0,18,0,40,4,8,8.7,16.4,0,26,0,56.5,41,51,89.1,92.7,4,24,8.7,51.6,2340661250.60742,326314.956924836
86,River Valley,No,31901,3847,ZCTA,ZCTA5 31901,2214,222,688,162,31.5,6.7,960,195,44,7.7,449,128,20.6,5.5,47,34,2.2,1.5,32,38,1.5,1.7,0,19,0,0.9,5,21,0.2,0.9,76,50,3.5,2.3,612,154,28.1,6.4,667,161,30.6,6.7,293,110,13.4,4.8,449,128,20.6,5.5,47,34,2.2,1.5,37,47,1.7,2.2,1355,228,62.1,8.3,528,137,24.2,5.8,131981437.545166,75853.2804294367
